nomacheteur,records
Ministère de l'Interieur DSIC/SDAGA/BA,3
CH MEMORIAL FRANCE ETATS-UNIS,3
SEM DEPTAL AMENAGEMENT DEP VAL D OISE,3
COMMUNE DE LAILLÉ,3
CDC TERROIR DE CAUX AEP,3
Mairie de Saint Arnoult en Yvelines,3
DEPARTEMENT DE LA GIRONDE,3
SYND MIXTE BPAL ST QUENTIN,3
Rectorat de Versailles,3
COMMUNE DE MESLAY DU MAINE,3
COM DE COMMUNES DE MILLAU GDS CAUSSES,3
cias du val de see,3
Mairie de QUITTEBEUF,3
COMMUNE DE ROSPORDEN,3
Bretagne MObilité GNV 35,3
VILLE de Forges-les-Eaux,3
CCAS de l'Ile d'Yeu,3
CHAMBRE DEPARTEMENTALE D AGRICULTURE,3
commune de la trinité sur mer,3
SCCV Les Rives de la Clairette,3
COMMUNE de CLOHARS-CARNOET,3
COMMUNE DE SAINT-LUNAIRE,3
Ministère de la Justice SG/DIR-SG-GO,3
COMMUNE DE SOTTEVILLE,3
DDFIP des Yvelines,3
commune de ligné,3
Institut Polytechnique UNILASALLE,3
EHPAD La Petite Bruyère,3
Résidence Le Val d'Emilie,3
CIF GIE GEIPCI,3
DREAL Centre-Val de Loire,3
COMMUNE DE LUCHE-PRINGE,3
Mairie de Noues de Sienne,3
"Société publique locale "" NORMANTRI """,3
CPRP SNCF,3
L'OPCOMMERCE,3
Saint Lubin des joncherets,3
Commune de JUAYE MONDAYE,3
EPSMS DU PAYS DE CHALLANS,3
Caritas Habitat,3
ETAT PREFECTURE DU MORBIHAN,3
Commune de Landévant,3
Centre de gestion FPT37,3
LYCEE ALBERT CAMUS,3
LPM Aquacole,3
COMMUNE DU THUIT DE L'OISON,3
Ville de Choisy le Roi,3
CCAS Le Mené,3
Commune de Châteauneuf,3
Commune de Chanverrie,3
COMMUNE DE SAINT-VINCENT-SUR-GRAON,3
SMBAA,3
Union Nationale du Sport Scolaire,3
Synd interco d'abattage du faou,3
Commune de TREFFIAGAT,3
Commune de Saint Georges du Vièvre,3
AD PEP 28,3
SIEREIG,3
EHPAD HARCOURT,3
CC Val d'Ille-Aubigné,3
Institut de Cancérologie de l'Ouest,3
SIVOSS ST ANTOINE LA FORET,3
SIAEP du Lieuvin,3
Commune de Malestroit,3
SYND INTERCOMMUNAL INTERDEPARTEMENTAL,3
RENNES CITE MEDIA,3
Comité régional de la conchyliculture,3
EHPAD Papillon d'Or,3
Commune de Moulins-en-Bessin,3
COMMUNAUTE DE COMMUNES BLAVET BELLEVUE,3
COMMUNE DU LAMENTIN EN GUADELOUPE,3
Ehpad Residence de l Yze,3
Smictom de la bruyere,3
CSTA,3
CdC Vallées de l'Orne et de l'Odon,3
SETEC ORGANISATION,3
Lycée maritime de Paimpol,3
epms belna,3
CA FECAMP CAUX LITTORAL,3
Viking Interpretation Center,3
SOREC pour l'EPA Masse des Douanes,3
COMMUNE DE LANGRUNE SUR MER,3
SEMAE,3
Commune de Pont-Croix,3
COMMUNE DE LA JAILLE YVON,3
EHPAD LES COLLINES BLEUES,3
Plate-Forme Affrètement et Transport,3
CAUE du Calvados,3
Maison de Retraite les Cordelieres,3
Commune de Saint Fulgent,3
COMMUNE DE BOURGBARRE,3
"Syndicat Mixte "" Sarthe Numérique """,3
Calvados Attractivité,3
Commune de Maen Roch,3
Commune Le Landreau,3
ASSOCIATION 3IFA,3
Ville de Locminé,3
SPL DU TERRITOIRE DE DEAUVILLE,3
COMMUNE DE LOUVIGNY,3
COMMUNE DE PLEMET,3
VILLE de VALOGNES,3
CPAM ROUEN ELBEUF DIEPPE,3
SPM - DSAF - BCP,3
Ministère de la Justice - SG/DIR SG GO,3
LES FOYERS NORMANDS,3
CENTRE COMMUNAAL D'ACTION SOCIALE,3
VILLE DE BINIC ETABLES SUR MER,3
Mairie de Tréveneuc,3
Syndicat des Eaux du Poher,3
SAS PCLBS,3
CCAS DE CORAY,3
SIAEP DE MONTFORT LE GESNOIS,3
Mairie de Mousseaux-Neuville,3
Mairie de Ault,3
Commune de Pluneret,3
COMMUNE DE SAINT-JUST-LUZAC,3
Mairie de LA HOUSSAYE BERANGER,3
CHI ELBEUF,3
College du Val d'Aure,3
AGILE,3
CDEF,3
DDTM 29 - SEB,3
Commune de Saint-Armel,3
COMMUNE DE LANGON,3
CCTOVAL,3
COMMUNE ETEL,3
CIAS DU CHOLETAIS,3
Vallon Oust Syndicat Assainissement,3
garac,3
Syndicat Mixte du Pays de Rennes,3
CENTRE DE GESTION DU MORBIHAN,3
CCI BRETAGNE,3
ENSP Versailles,3
commune de Yebleron,3
VILLE DE TIFFAUGES,3
Commune des Épesses,3
GHT 92,3
Commune d'Agon-Coutainville,3
Commune de Berrien,3
ASCISTE INGENIERIE GRAND OUEST,3
Commune Saint-Aignan de Grand Lieu,3
SEML WEST ENERGIES,3
SYNDICAT SCOLAIRE DU PAYS DE JOSSELIN,3
Mutualité Sociale Agricole d'Armorique,3
COMMUNE DE BREAUTE,3
Commune des Hauts d'Anjou,3
Cmn de Villedie-les-Poêle-Rouffigny,3
COMMUNE D'EPOUVILLE,3
Kodiko,3
CCAS DE PLOUZANE,3
Ecquevilly,3
Ville de MAYENNE,3
SI OUEST CORNOUAILLE AMENAGEMENT,3
Mairie de BU,3
Université Paris Nanterre,3
LES PORTS DU CALVADOS,3
SMAEP Brains-Souligné,3
EHPAD Mer Et Pins,3
S2E,3
Commune de Vraiville,3
CIAS Pays Saint Gilles Croix de Vie,3
DDT de l'Orne,3
EHPAD Les Tulipes,3
COMMUNE DE MATIGNON,3
GIE BLANCHI INTERHOSPIT PAYS RANCE,3
PETR Pays d'Auray,3
Chartres Amenagement (28),3
CHU DE POITIERS,3
VILLE DE ROSPORDEN,3
Commune de Fontaine Etoupefour,3
Eau potable,3
Mairie de LILLEBONNE,3
SIVERT Est Anjou (49),3
Service public local,3
UIOSS RENNES,3
Ville,3
Service de l'eau et de l'assainissement,3
Sarthe Numérique,3
LYCEE LA PEROUSE - KERICHEN - SERVICES COMMUNS,3
Centre hospitalier universitaire de Caen,3
CROUS NORMANDIE,3
Centre national de production d'infrastructure de la défense,3
Dragages-Ports,3
Tribunal Administratif de NANTES,3
SIVU44115,3
"Caisse d'allocations familiales de Loire-Atlantique
22 rue de Malville
44937 Nantes",3
Commune de SAINT GREGOIRE,3
"Conseil départemental de l'Orne
Direction des Achats et de la Logistique",3
Tribunal administratif de Caen,3
tribunal administratif de caen,3
CCI CENTRE VAL DE LOIRE,3
Nantes Metropole,3
CPAM DE MAINE ET LOIRE,3
NANTES METROPOLE AMENAGEMENT MANDATAIRE AGISSANT AU NOM ET POUR LE COMPTE DE LA VILLE DE NANTES,3
EPA Masse des douanes,3
CC Maine Saosnois,3
CNFPT - INSET ANGERS,3
mairie de sarzeau,3
CC2SO,3
Societe Publique Regionale Abbaye De Fontevraud,3
Ecole Nationale Supérieure Maritime,3
Ccas De Fecamp,3
DEPARTEMENT,3
HAROPA PORT - LE HAVRE,3
Commune de Chanverrie (85),3
ARS ARA,3
"Direction Régionale Environnement, Aménagement et Logement de Bretagne",3
BRETAGNE MOBILITE GNV 35 - BRETAGNE MOBILITE GNV 35,3
METEO-FRANCE,3
Esid de bordeaux,3
Centre hospitalier Universitaire d'ANGERS,3
Ville de Oissel,3
Commune d'Écuillé (49),3
Ccas de Cherbourg-en-Cotentin,3
Communauté de communes somme sud-ouest,3
Mairie de Briollay,3
CPAM Rouen-Elbeuf-Dieppe,3
Autoroute de Liaison Seine Sarthe,3
DRFIP35,3
CAF TOURAINE,3
SMEACC (Syndicat Mixte d'Eau et d'Assainissement du Caux Central),3
Ville de Ouistreham Riva-Bella,3
Administration,3
Lbn Communaute,3
CROUS Normandie,3
GIP RESTAURATION COLLECTIVE CENTRE MANCHE,3
HAROPA PORT | LE HAVRE,3
DISP RENNES,3
Commune de Saint-Célerin,3
Activités portuaires,3
Chambre de Commerce et d'Industrie de région Normandie,3
Communauté de communes Caux Vallée de Seine,3
Communauté de Communes Isigny Omaha Intercom,3
Commune de Saint-Malo,3
COLLECTIVITE EAU DU BASSIN RENNAIS,3
Commune d'Osny,3
Commune d'Orée d'Anjou,3
Régie Départementale Des Passages D'Eau De La Vendée,3
ENSTA Bretagne,3
Fondation OPEN-C,3
Service public de l'enseignement,3
INESAAE - L'INSTITUT AGRO,3
"Département de Maine-et-Loire
DIFAJE/
Service de la commande publique et des assurances
Hôtel du Département - CS 94104
49941 Angers cedex 9",3
Urssaf des Pays de la Loire,3
MAIRIE SAINT AIGNAN GRAND LIEU,3
Établissement du service d'infrastructure de la défense de Rennes (ESID),3
MSA DE MAINE ET LOIRE,3
Commune de Saint-Vaast-la-Hougue,3
SERVICE PUBLIC DE L'EAU AN DOUR,3
Chambre de Commerce et d'Industrie de Région Hauts de France,3
Caisse Primaire d'Assurance Maladie du Calvados,3
VILLE DE MAROMME,3
Brocéliande Communauté,3
Communauté de communes de Pont Audemer Val de Risle,3
SIEA Caux Nord Est (Syndicat Intercommunal d'Eau et d'Assainissement Caux Nord Est),3
Angers Loire Metropole Direction Eau et Assainissement (49),3
Informatique,3
LYCEE JEHAN ANGO,3
Communauté de communes Auray Quiberon Terre Atlantique,3
CPAM d'Ille-et-Vilaine,3
Challans Gois Communauté (85),3
Rectorat de RENNES,3
Ville de Saint Pol de Léon,3
GIP BLANCHISSERIE INTER HOSPITALIERE DE LA BAIE,3
Grand Port fluvio-maritime de l'axe Seine - HAROPA PORT | LE HAVRE,3
Ville de Plouhinec (29),3
HAROPA PORT Le Havre,3
"Département de Maine-et-Loire
Hôtel du Département
DIFAJE-SCPA
cs94104
49941 Angers cedex 9",3
université de caen normandie,3
Commune de Plouguerneau,3
Commune de Coëx (85),3
Chambre d'agriculture de Région Normandie,3
Formation,3
Chambre de Commerce et d'Industrie Région Pays de la Loire,3
Commune de Bouin (85),3
SMO Eure Normandie Numérique,3
Commune de LYS-HAUT-LAYON,3
20006601700019,3
VILLE D'AURAY,3
France Galop,3
SEM LAVAL MAYENNE AMENAGEMENTS,3
Ville de SAINT-SEBASTIEN-SUR-LOIRE,3
ESID RENNES,3
Médiathèque,3
Chambre de Commerce et d'Industrie de région HAUTS-DE-FRANCE,3
Mairie de la Chapelle Heulin,3
"Conseil départemental de l'Orne
Secrétariat général
Direction des Achats et de la Logistique",3
EPLEFPA ALENCON SEES,3
CIAS de La Roche-sur-Yon (85),3
Service public de santé,3
Syndicat mixte de bassins versants,3
Centre de gestion de la fonction publique du Finistère,3
SMICTOM DU PAYS DE FOUGERES,3
Communauté Lesneven Côte des Légendes CLCL,3
Communauté de communes Val d'Ille-Aubigné,3
Direction interdépartementale des routes ouest - DIR Ouest,3
Commune de FEREL,3
Centre Communal d'Action Sociale de Coulaines,3
Communauté urbaine Caen la mer,3
SPL ERDRE CENS CHEZINE RESTAURATION DURABLE,3
Eau Du Ponant,3
Commune de Saint Gervais de la Forêt (41),3
SYCODEM Sud Vendée (85),3
DDTM de la Manche,3
Commune de ploumagoar,3
AIDAMCIE,3
Ministère des Armées,3
CC Pleyben-Châteaulin-Porzay,3
Communauté de communes des Villes Soeurs,3
"Centre Hospitalier du Mans, établissement support du GHT 72",3
CNRS DR16,3
S.A. d'H.L.M. d'ARMORIQUE,3
ATIGIP SEP RIEP,3
"Chambre de Commerce et d'Industrie Caen Normandie 
1 Rue René Cassin - Saint-Contest
14911 CAEN CEDEX",3
SMIDAP,3
Mairie de Plouhinec 56680,3
EFS Bretagne,3
Syndicat Intercommunal de Restauration Rouen -  Bois-Guillaume (Sirest),3
ARMEMENT DES PHARES ET BALISES,3
Spl Le Mans Evenements,3
Communauté de communes du Kreiz Breizh,3
EPLEFPA La Germinière,3
Ville de Quimperlé (29),3
NOYANT-VILLAGES,3
Alter Public au nom et pour le compte de la ville de Bouchemaine,3
Commune de Spay,3
Conseil départemental de la Vienne,3
SPL Eskale d'Armor (22),3
Commune de Saint Jean d'Assé,3
Syndicat Départemental d'Energie 35,3
GIP SERVICES INTERHOSPITALIERS DU TREGOR-GOELO,3
Communauté d'agglomération Saint Germain Boucles de Seine,3
CHAMBRE DE COMMERCE ET D'INDUSTRIE DE MAYENNE,3
Centre Hospitalier Intercommunal de Poissy St Germain en Laye,3
"Grand Port Maritime de Nantes Saint-Nazaire
Service Achats Magasins (ACH)",3
COMMUNE DE MONTFORT-SUR-MEU,3
Ministère de l'Europe et des affaires étrangères,3
Syndicat des Eaux du Ba-Léon,3
Commune de Bourg-Achard,3
Foyer Logement Clair Matin,3
Commune de Trégastel,3
SAS ICEP,3
GPMNSN,3
Communauté de communes du Pays de Bray (60),3
Commune du Palais,3
SIAEPA du CREVON,3
Voirie,3
Société de la Criée de Brest,3
SETOM de l'Eure,3
Commune de Saint Arnoult en Yvelines,3
France Velo Tourisme,3
Conseil départemental de l'Orne Secrétariat général Direction des Achats et de la Logistique,3
Mairie des Trois Lacs,3
Commune de Douarnenez,3
Environnement,3
"CENTRE HOSPITALIER DU MANS
Etablissement support du GHT 72",3
"Centre Hospitalier Universitaire Caen Normandie, établissement support du GHT Normandie Centre",3
IMT ATLANTIQUE BRETAGNE - PAYS DE LA LOIRE,3
BMGNV35,3
CPAM de la Manche,3
Ville de Périgny,3
CENTRE HOSPITALIER UNIVERSITAIRE D'ANGERS,3
GRAND PORT FLUVIO MARITIME DE L'AXE SEINE (GPFMAS),3
Agence Publique pour l'Immobilier de la Justice (APIJ),3
Centre de Gestion des Côtes d'Armor (CDG 22),3
GRAND PORT MARITIME DE NANTES SAINT NAZAIRE,3
Centre Départemental de Gestion de la Fonction Publique Territoriale de Maine et Loire,3
Commune de Scaër,3
"CENTRE HOSPITALIER DU MANS- 
Ets support GHT 72",3
Liffré-Cormier Communauté,3
Langue Bretonne,3
SPL ANGERS LOIRE TOURISME EXPO CONGRES (ALTEC) - DESTINATION ANGERS,3
"Etat, représenté par le préfet de l'Orne, représenté par la DDT de l'Orne",3
SERVICE PROMOTION,3
Association de Décarbonation Loire Estuaire,3
Communauté de communes du pays de Dol et de la Baie du Mont Saint-Michel,3
LYCEE GENERAL TECHNOLOGIQUE BREQUIGNY,3
Commune de Brétignolles-sur-Mer,3
France Travail Bretagne,3
Centre Hospitalier de Cornouaille Quimper,3
Concarneau Cornouaille Agglomération.,3
INSTITUT DE FRANCE,3
Communauté de Communes de Belle Ile en mer,3
Voies navigables de France - DTBS - Unité Territoriale Boucles de la Seine,3
Saep Vallee De La Risle,3
Loire-Atlantique développement - GIE,3
Mairie Saint-Jouin-Bruneval,3
COMMUNE DE DOUE-EN-ANJOU,3
ETABLISSEMENTS PUBLICS DE SANTE,3
Groupement de Commandes Villes de Concarneau - Névez - Pont-Aven - Trégunc -Concarneau Cornouaille Agglomération (Coordonnateur du groupement de commandes : CCA),3
"Maître d'ouvrage : Ville de Cherbourg-en-Cotentin
Mandataire du maître d'ouvrage : SHEMA",3
E N S M,3
CAP'LAN,3
Mairie de Saint Aubin sur Gaillon,3
Centre Hospitalier de Eu,3
"EPMS LE LITTORAL
55 AVENUE DE BODON
44250 ST BREVIN LES PINS",3
CCI Région Pays de la Loire,3
INRAE - Centre Bretagne-Normandie,3
Commune de Ruaudin,3
EPSM SUD BRETAGNE CH CHARCOT CAUDAN,3
COMMUNE DE TRELIVAN,3
CHU de rennes,3
S3T'ec SYNDICAT TRAITEMENT DECHETS MENAGERS,3
CROUS DE RENNES-BRETAGNE,3
Ville de Saintes,3
CC Côte d'Albâtre,3
Service public hospitalier,3
Ville de Pont Audemer,3
CAF d'Ille-et-Vilaine,3
soclova,3
Pays des Abers -  CCPA,3
BAIE D'ARMOR AMENAGEMENT,3
COMMUNE DE BESSE SUR BRAYE,3
MINARM/SGA/DCSID/SID ATLANTIQUE (Ministère des armées/Secrétariat Général pour l'Administration/Direction Centrale du Service d'Infrastructure de la Défense/SID ATLANTIQUE,3
Cc Maine Saosnois,3
CC du Vexin Val de Seine (95),3
SPL Construction publique d'Ille-et-Vilaine - Mandataire du Département d'Ille-et-Vilaine,3
GIP Resah,3
Mairie de Saint-Jouan des Guerets,3
Etablissement public national du Mont Saint-Michel,3
Les Ports de Loire-Atlantique,3
Autorité locale (EPCI),3
Communauté d'agglomération Vitré Communauté,3
EHPAD LES EPICEAS,3
"SMIRTOM DU PERCHE ORNAIS
8 RUE DU TRIBUNAL
61400 MORTAGNE AU PERCHE",3
SPL ALTEC,3
Vendée Expansion-SEM,3
Syndicat des Eaux du Pays de Honfleur,3
Service public administratif,3
"Brest Métropole aménagement SPL, agissant au nom et pour le compte de BREST EN VUE.",3
Alter Public agissant au nom et pour le compte de la commune de Sévremoine,3
SPIC ARENA LOIRE TRELAZE 49800,3
"Conseil départemental de l'Orne secrétariat général
Direction des achats et de la logistiques",3
"Conseil départemental de l'Orne secrétariat général 
Direction des Achats et de la logistique",3
VILLE DE SAINT BREVIN LES PINS,3
"Syndicat Loire Aval, structure porteuse du SAGE Estuaire de la Loire",3
MONTFORT COMMUNAUTE,3
Saep Dollon Perche Vairais,3
CC AURAY QUIBERON TERRE ATLANTIQUE,3
Mairie de Montoire-sur-le-Loir,3
ECOLE DES BEAUX ARTS NANTES SN,3
SYNDICAT MIXTE DE GESTION DE LA SEINE NORMANDE,3
CENTRE DEPARTEMENTAL DE L'ENFANCE DE LA MANCHE,3
UGECAM de Normandie,3
"Département du Finistère
 32 boulevard Dupleix
29196 QUIMPER",3
EHPADabbaye,3
MAIRIE DE THORIGNE-FOUILLARD,3
CENTRE MORBIHAN COMMUNAUTÉ,3
Mairie de Rosporden,3
MFR - IFACOM (85),3
Commune d&#039;Arradon,3
Port autonome de Papeete,3
Marché d'intérêt national de Rouen,3
Mairie de Saint-Malo,3
CCI REGION PAYS DE LA LOIRE,3
Habitat,3
Communauté de communes Roumois-Seine,3
Chambre de Commerce et d'Industrie Caen Normandie,3
SHEMA au nom et pour le compte du Conseil Départemental de l'Orne,3
CCI Seine Estuaire,3
Serpn,3
Centre hospitalier J Monod,3
Etablissement Français du Sang Centre­ Pays de la Loire,3
ARS BRETAGNE,3
SYNDICAT DES EAUX DU BOCAGE VIROIS,3
COMMUNE DE LE VAL D'HAZEY,3
Ehpad Residence les Cygnes,3
VILLE DE CARNAC,3
Groupe CISN,3
DNGCD,3
Le Logement Familial de l'Eure (27),3
SHEMA - Au nom et pour le compte de ROVAL.,3
Ville de SAUTRON,3
"SPL Equipements du Morbihan,",3
COMMUNE DE MAROMME,3
Mrn - Entité Epmd,3
CDC DU PAYS DU NEUBOURG,3
"Mixt,terrain d'arts Loire-Atlantique",3
Commune de Ruillé en Champagne,3
Rectorat de la région académique Pays de le Loire,3
SAINT-NAZAIRE AGGLOMERATION TOURISME,3
Service Achats (ACH),3
Brest en vue,3
Ets pub du muse d orsay et mus orangerie,3
COMMUNE DE KERMARIA SULARD,3
GOLFE DU MORBIHAN VANNES AGGLOMERATION,3
DEPARTEMENT DE LA VIENNE,3
CHU de NANTES,3
MAIRIE DE LA MEZIERE,3
Syndicat Intercommunal pour les Personnes Agées du Plateau Est de Rouen,3
SAS VENDEE GRAND LITTORAL ENERGIE,3
Agence Nationale pour la Gestion des Déchets Radioactifs,3
IMT Atlantique,3
CRC PAYS DE LA LOIRE,3
MAIRIE DE PLOEMEUR,3
ETABLISSEMENT FRANCAIS DU SANG,3
ENSM-,3
UGECAM Normandie,3
"Alter Public, agissant au nom et pour le compte du SIEML",3
Mairie de St Herblain,3
Commune de SAINT-PIERRE-LACOUR.,3
AEROPORTS DE BRETAGNE OUEST,3
CAISSE REGIONALE ASSURANCE MALADIE,3
SOCIETE PUBLIQUE BRESTOISE DE RESTAURATION,3
COMMUNE DE SAINT ANDRE DE L&#039;EURE,3
SDIS 79 Deux Sèvres,3
TERRES D'ARMOR HABITAT,3
Mairie de Clef-Vallée-d'Eure,3
Lannion Trégor Communauté,3
Commune du Gros Theil,2
Cté Cnes Moyenne Vilaine et Semnon,2
Ville de Wissous,2
Fougères Habitat,2
Communauté de Communes de Ploërmel,2
SIAEP de Mellac,2
SGA/DCSID/ESID Brest,2
Commune de Quessoy,2
COMMUNE DE LOCMINE,2
COMMUNE D'ARDENAY SUR MERIZE,2
DEPARTEMENT SEINE-MARITIME,2
CC Vallée Loire Authion,2
mairie de Le grez,2
SM DU SCOT DU PAYS DE RENNES,2
Cté de Cnes du Canton de Bauge,2
RIA de CAEN AGESSO,2
Mairie Saint-Sauveur-d'Emalleville,2
Mairie de La Garenne Colombes,2
COMMUNAUTE DE COMMUNES DU PAYS DE LA G,2
SYNDICAT MIXTE DES MARAIS,2
SIVU des PFCA de la Région Brestoise,2
Commune de Saint Pair sur mer,2
Ville de la Chapelle Heulin,2
Mairie de SAINT HYMER,2
DISP de Toulouse,2
Commune de PLOUGONVELIN,2
Service de la Navigation Aérienne Nord,2
Mairie de Bazincourt sur Epte,2
Foyer de vie Gérard Vivien,2
MINDEF/DGA/DT/SCAT Toulouse,2
EHPAD Saint Nicolas,2
COMMUNE DE CHERREAU,2
Communauté de Communes de VAL DE RISLE,2
VILLE de GUINGAMP,2
Mairie de LOUANNEC,2
MAIRIE DE GRAVIGNY,2
IRSN,2
SNA Région Parisienne,2
SIVOS,2
CPAM des Yvelines,2
Agence Publique Immobilier Justice,2
CHU Nancy,2
Mairie de Gouzangrez,2
EPMS LEJEUNE,2
SAEPPD Plateau de St-André de l'Eure,2
Ville de Loudéac,2
Commune de LA POUEZE,2
Préfecture de région Bretagne,2
Commune des Clouzeaux,2
Ville du Croisic,2
SIA de Romilly sur Andelle,2
UNICA,2
S.I. d'aménagement de la Gartempe,2
SIAEP DE MONTAUBAN SAINT-MEEN,2
Commune de Léhon,2
Syndicat mixte de la ria d\'Etel,2
Mairie La Barre en Ouche,2
Cté de Cnes de la Région de Chemille,2
OPH Silène,2
MAIRIE LA VRAIE CROIX,2
Délégation action sociale Finances 44,2
MAIRIE DE SAVIGNY-en-VERON,2
Angers Loire Développement,2
DREAL HAUTE NORMANDIE,2
CDC Vendée Sèvre Autise,2
Commune de Surville,2
SITY,2
Synd. Mixte de l'Orne et ses Affluents,2
Ville de Plouhinec,2
EHPAD Le Val d'Emilie,2
SIAEP DE PONTVALLAIN,2
Mairie d'Aillières Beauvoir,2
Conseil général de Seine Maritime,2
commune de Beaufort-en-Vallée,2
Mairie de Vix,2
Ville de Gennevilliers,2
DIRNO,2
Mairie de Garencières,2
SIRP Dangers Vérigny Mittainvilliers,2
Ville de Vimoutiers,2
Syndicat Intercommunal Scolaire,2
Ville de Romans sur Isère,2
hopital local,2
centre d'accueil et de soins,2
Commune de Goven,2
DRAC Picardie,2
Cité scolaire Beaumont,2
mairie de cherré,2
SOMVAS,2
hopital evron,2
AFR,2
SIAEP DE TRAOU LONG,2
Conseil gal des Pyrénées-Atlantique,2
Communauté de Communes du Bocage,2
Commune de St Pierre de Varengeville,2
Commune de PREY,2
Entente Interdépartementale Authion,2
Commune de Villedieu-Les-Poêles,2
SARA (Sté d'Aménagement),2
S.I.A.E.P.A. Région de Doudeville,2
Commune de Saint-Philbert-de-Bouaine,2
Centre hospitalier de Barentin,2
Commune de Baden,2
DDFIP de la Manche,2
CH du Mans,2
Cté Cnes du Canton de la Ferté Fresnel,2
CHAMBRE DE METIERS ET DE L'ARTISANAT,2
CAFAT,2
SM PETR PAPAO Pays d'Ouche,2
CAMY,2
CCI de Morlaix,2
Mairie de Mesquer,2
SIVOS DES VILLAGES,2
COMMUNE de PLOEMEL,2
PREFECTURE SEINE MARITIME,2
commune de Sacy-le-Grand,2
Ville de Pledran,2
Commune de Bonnemain,2
SAEP Fauville Ouest Coeur de Caux,2
DDAS76,2
MAIRIE DE LE MESNIL JOURDAIN,2
Mairie de Denée,2
EHPAD la petite bruyere,2
EHPAD Albert Trotté,2
CCI du Mans et de la Sarthe,2
CCAS DE GUERANDE,2
STOM Estvendéen,2
DRAAF Basse-Normandie,2
SMOMRE,2
ROUENSEINE MAPA-OcPVCMR,2
MAIRIE DE DANGU,2
GH Lariboisière-Fernand W-Saint Louis,2
COMMUNE DE ST GERMAIN SUR MOINE,2
Hôpital Local de Quintin,2
Commune de Bosgouet,2
CCCP,2
COMMUNE DE ROULLOURS,2
Commune de Le Mesnil Mauger,2
syndicat erve et treulon,2
Communauté de Communes Val de Risle,2
EHPAD CARROUGES,2
EHPAD Saint Fulgent,2
CDC LA FERTE ST MICHEL,2
SYNDICAT MIXTE PAYS DU BOCAGE VENDEEN,2
EHPAD CIAS DU CANTON DE BRECEY,2
Ville de la Celle les Bordes,2
EHPAD LES QUATRE VENTS,2
CCAS DE CHERBOURG-OCTEVILLE,2
GCSMS EPSMS EPSACES ANJOU,2
Commune de Saint Hilaire du Harcouët,2
sodemel,2
SIBV Varenne,2
Mairie de Le Faouët,2
Syndicat Interhospitalier de Bretagne,2
communauté de communes du Val d'Ille,2
CIAS du Pays des Essarts,2
CAF AVRANCHES,2
Commune de Brécé,2
Commune de Fourges,2
Isigny-le-Buat,2
EHPAD Residence J.B. DELIVET,2
SMDCM-Bourgneuf,2
Mairie de Vert le Petit,2
MRI Résidence Les Tilleuls,2
Cdc de la Vallée d'Auge,2
Communauté de Communes de Ploermel,2
EHPAD Les Fontaines,2
Mairie de Ploeuc sur Lié,2
Ministère culture et communication,2
SARL MESSIOUAL,2
Breteuil sur Iton,2
Commune de Givrand,2
GCS BLANCHISSERIE,2
O.P. municipal H.L.M. de Guingamp,2
SIVOS REGION SAINT LAURENT EN CAUX,2
Ville de La Bazoge,2
Mairie de Challes,2
Communauté de communes du Loc'h,2
SIAEPA de la Région de Fréville,2
SICTIAM,2
COMMUNE DE SAINT PIERRE DU VAUVRAY,2
SIAEPA de la Région de Fontaine-le-Dun,2
Quintin Communauté,2
DDT61,2
Cdc Evrecy Orne Odon,2
Mairie de Saintry-sur-seine,2
Mairie de Saint André de l'Eure,2
DATAR,2
SIVOM Morlaix / St-Martin-des-Champs,2
Cdc du Mortainais,2
CODAH,2
Ville de Vallet,2
CNDP,2
Communauté Communes Pays Calaisien,2
AS Vallée du Lay,2
SIBV de l'Eaulne,2
SIAEP DE SARTILLY SUD,2
CC du Pays des Herbiers,2
Cté de Communes de Douve et Divette,2
Commune cherbourg-octeville,2
Communauté Communes Pays de Verneuil,2
Communauté de Communes Varenne et Scie,2
MAIRIE DE SAINT GOAZEC,2
A.C.C.F.I.P,2
SIVURIC,2
CCAS D'ARGENTAN,2
EHPAD de TAULE,2
Syndicat Mixte de L'HORN,2
Commune de LOCMARIAQUER,2
MAIRIE DE SAINT LEGER LES VIGNES,2
CPAM du Havre,2
Communauté de Communes Côte de Penthiè,2
Mairie d'Heugueville-sur-Sienne,2
AURHIC,2
Communauté de Communes Loire-Layon,2
S.I. du Bassin de l'Andelle (SIBA),2
Commune de Saint-Arnoult,2
CDC DU PAYS MAROLLAIS,2
S.D.E. 22,2
ONISEP,2
Communauté de Communes Moine et Sèvre,2
Com. Com. du Pays de Pouzauges,2
Chambre Agriculture d'Ille et Vilaine,2
